LocalID,PageID,VisitID,PageName,CatName,CatID,ExtCatName,ExtCatID,TopicName,TopicID,TimeOnPage,PageScore,SequenceNumber
674762,4006,12258,Egypt Land of the Pharaohs (Egypt Sinai) holiday tour of 05,Trip,3,undetected,-1,exotica,5,600,1565,5
674763,3065,12258,CATALOG,Info,4,Send catalog,7,In general,1000,30,83,6
674764,3044,12259,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674765,3044,12260,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674766,3089,12260,Bulgaria,Search,2,Catalog,5,Bulgaria,15,60,101,2
674768,3503,12260,stays,Search,2,Catalog,5,Tourist,0,30,71,4
674767,3066,12260,DISCOUNT,Info,4,Sales,8,In general,1000,30,62,3
674769,3044,12261,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674770,3270,12262,school groups,Search,2,Catalog,5,School tours,7,60,60,1
674771,4177,12262,school tours England Devon coast and Dartmoor National Park for 7 days,Trip,3,undetected,-1,School tours,7,30,50,2
674772,3044,12263,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674773,3054,12263,Corsica,Search,2,Catalog,5,Corsica,11,30,50,2
674774,3436,12264,Ukraine wander Transcarpathian Ukraine holiday 05,Trip,3,undetected,-1,Tourism,1,30,30,1
674775,3565,12265,vltava great river,Trip,3,undetected,-1,Water,2,30,30,1
674776,3085,12266,National parks and sea greece,Trip,3,undetected,-1,Tourism,1,30,30,1
674777,4855,12267,Corsica,Search,2,Catalog,5,Corsica,11,30,30,1
674778,3044,12268,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674779,3063,12269,expedition,Search,2,Catalog,5,challenging expedition,18,30,30,1
674780,3052,12269,Far tours,Search,2,Catalog,5,exotica,5,60,101,2
674781,3047,12269,mountain expedition,Search,2,Catalog,5,VHT,21,30,62,3
674782,3293,12272,Lofoten Norway Sweden United Arctic Circle,Trip,3,undetected,-1,Tours with accommodation,8,120,120,1
674783,3169,12272,Norway Norwegian fjords,Trip,3,undetected,-1,Tours with accommodation,8,30,50,2
674784,3044,12274,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674785,3067,12275,Aeolian Islands,Search,2,Catalog,5,Lipari,10,180,180,1
674786,4856,12276,alpine skiing skiing,Search,2,Catalog,5,Ski,9,30,30,1
674787,3221,12277,3 countries,Search,2,Country,2,In general,1000,30,30,1
674788,4857,12278,114 countries,Search,2,Country,2,In general,1000,30,30,1
674789,3221,12279,3 countries,Search,2,Country,2,In general,1000,30,30,1
674793,4243,12279,Corsica Corsica Tourism announced,Search,2,Catalog,5,Neni,-1,30,78,5
674790,3161,12279,Elba Corsica Sardinia,Trip,3,undetected,-1,Tourism,1,60,101,2
674791,3188,12279,Corsica (stay with excursions) holidays 05,Trip,3,undetected,-1,Corsica,11,30,62,3
674792,4366,12279,Corsica emerald island of Corsica tourism and holidays 05,Trip,3,undetected,-1,Tourism,1,30,71,4
674794,3653,12280,Corsica (stay with trips in the price of the trip),Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
674795,3075,12281,WHOWEARE,Info,4,Who we are,10,In general,1000,30,30,1
674796,3146,12282,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
674797,3058,12282,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
674798,3045,12282,tours with tents,Search,2,Catalog,5,Tourism,1,60,125,3
674799,3053,12282,light hiking,Search,2,Catalog,5,Neni,-1,30,71,4
674800,3315,12283,cycling abroad,Search,2,Catalog,5,cyclo,4,30,30,1
674801,3074,12283,cycling abroad,Search,2,Catalog,5,cyclo,4,30,50,2
674802,4858,12284,Mongolia was the most beautiful of Mongolia,Trip,3,undetected,-1,exotica,5,30,30,1
674803,3044,12285,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674804,4859,12286,Far tours,Search,2,Catalog,5,exotica,5,30,30,1
674805,3044,12287,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674806,3044,12288,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674807,4053,12289,Corsica emerald island of Corsica vacation and tourism 05,Trip,3,undetected,-1,Tourism,1,30,30,1
674808,3161,12290,Elba Corsica Sardinia,Trip,3,undetected,-1,Tourism,1,60,60,1
674809,4053,12290,Corsica emerald island of Corsica vacation and tourism 05,Trip,3,undetected,-1,Tourism,1,30,50,2
674810,4355,12291,Lužnice weekend,Trip,3,undetected,-1,Water,2,30,30,1
674811,4860,12292,water,Search,2,Catalog,5,Water,2,30,30,1
674812,4082,12293,Kalahari Bushmen expedition builds on himba,Trip,3,undetected,-1,challenging expedition,18,30,30,1
674813,3102,12294,England London with a trip to Stonehenge and Oxford,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
674814,4737,12295,trips 258,Search,2,Catalog,5,Neni,-1,30,30,1
674815,4218,12296,school groups,Search,2,Catalog,5,School tours,7,60,60,1
674816,3270,12296,school groups,Search,2,Catalog,5,School tours,7,30,50,2
674817,3129,12296,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,62,3
674818,3409,12297,Aeolian Islands,Trip,3,undetected,-1,Holiday Shipping,13,360,360,1
674819,4444,12297,Calabria Mandatoriccio Mare,Trip,3,undetected,-1,Tourist,0,60,101,2
674820,3376,12297,Italy Aeolian islands with visits involving Sicily,Trip,3,undetected,-1,Lipari,10,60,125,3
674821,3409,12297,Aeolian Islands,Trip,3,undetected,-1,Holiday Shipping,13,30,71,4
674822,4105,12298,Romania over the mountains and monasteries in Transylvania Dracula holiday 05,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,30,1
674823,3548,12299,trip to India and Nepal,Trip,3,undetected,-1,exotica,5,30,30,1
674824,3044,12301,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
674825,3046,12301,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
674826,3179,12301,Grossglockner,Trip,3,undetected,-1,Hiking,3,240,503,3
674827,3140,12301,output Triglav,Trip,3,undetected,-1,Hiking,3,30,71,4
674828,3082,12302,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,60,60,1
674829,3045,12302,tours with tents,Search,2,Catalog,5,Tourism,1,60,101,2
674830,3064,12302,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,62,3
674831,3169,12303,Norway Norwegian fjords,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
674832,3044,12304,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674833,3044,12305,TravelAgency,Info,1,homepage,1,In general,1000,360,360,1
674834,3058,12305,lastminute,Search,2,Catalog,5,Lastminute,101,60,101,2
674835,3074,12305,cycling abroad,Search,2,Catalog,5,cyclo,4,180,377,3
674836,3303,12305,Montenegro national parks and Sea Black Mountains on a bicycle cycling tour,Trip,3,undetected,-1,cyclo,4,30,71,4
674837,3183,12306,francie bretaň,Trip,3,undetected,-1,cyclo,4,30,30,1
674838,4861,12307,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,30,30,1
674839,3058,12309,lastminute,Search,2,Catalog,5,Lastminute,101,60,60,1
674840,3129,12309,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,120,203,2
674841,3443,12309,Russia Saint Petersburg jewel of Russia and the Republic pobaltíské,Trip,3,undetected,-1,Tours with accommodation,8,30,62,3
674842,3044,12310,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674843,3044,12311,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674844,3044,12312,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674845,3044,12313,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674849,3057,12314,hotelbuses,Search,2,Catalog,5,hotelbuses,17,60,143,4
674850,3063,12314,expedition,Search,2,Catalog,5,challenging expedition,18,30,78,5
674847,3120,12314,island country of fire and ice,Trip,3,undetected,-1,hotelbuses,17,60,101,2
674848,3119,12314,Iceland southern Norway Faroe Islands,Trip,3,undetected,-1,Tourism,1,30,62,3
674846,3064,12314,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,60,1
674851,3155,12315,Kamchatka,Trip,3,undetected,-1,VHT,21,30,30,1
674852,4862,12316,lefkada,Search,2,Catalog,5,Neni,-1,30,30,1
674853,4240,12317,Scotland and the Isle of Skye Isle of harris lewis and holiday tourism 05,Trip,3,undetected,-1,Tourism,1,30,30,1
674856,4337,12318,117 countries,Search,2,Country,2,In general,1000,30,62,3
674855,3044,12318,TravelAgency,Info,1,homepage,1,In general,1000,480,812,2
674854,3135,12318,Scotland United circuit Scotland,Trip,3,undetected,-1,Tours with accommodation,8,60,60,1
674857,4862,12319,lefkada,Search,2,Catalog,5,Neni,-1,30,30,1
674858,3044,12320,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674861,3063,12320,expedition,Search,2,Catalog,5,challenging expedition,18,60,143,4
674862,3052,12320,Far tours,Search,2,Catalog,5,exotica,5,120,313,5
674860,3374,12320,Sicily Aeolian Islands Sicily holiday visits involving 05 stay with tours,Trip,3,undetected,-1,Lipari,10,120,251,3
674863,4863,12320,Peru Bolivia Peru and Bolivia with the passage of Chilean Lauca np np optional vacation Huascaran 05,Trip,3,undetected,-1,exotica,5,30,83,6
674859,3064,12320,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,101,2
674864,3044,12321,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674865,3221,12322,3 countries,Search,2,Country,2,In general,1000,30,30,1
674866,3044,12322,TravelAgency,Info,1,homepage,1,In general,1000,60,101,2
674867,3074,12322,cycling abroad,Search,2,Catalog,5,cyclo,4,180,377,3
674868,3151,12322,"Austro around lakes, mountains and lakes of the Salzkammergut cycling tour",Trip,3,undetected,-1,cyclo,4,120,286,4
674869,3222,12322,Corsica island scents and colors cycling tour,Trip,3,undetected,-1,cyclo,4,30,78,5
674870,4864,12323,HOWTOJOIN,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
674871,3567,12324,Italy Aeolian Islands with a visit to Sicily,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
674872,3415,12325,francie paříž Versailles and Fontainebleau,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
674873,3044,12326,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674874,3044,12327,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674875,3175,12327,Alps tourism,Search,2,Catalog,5,Alps,22,60,101,2
674878,3058,12327,lastminute,Search,2,Catalog,5,Lastminute,101,30,78,5
674876,3208,12327,Austria Italy cool week in the Alps as well. dolomite garden,Trip,3,undetected,-1,Alps,22,120,251,3
674877,3344,12327,Italy Austria cool week in the Alps. Dolomites Brixen,Trip,3,undetected,-1,Alps,22,180,429,4
674879,3442,12328,51 countries,Search,2,Country,2,In general,1000,30,30,1
674880,4097,12329,a tour,Search,2,KW,4,In general,1000,60,60,1
674881,3052,12329,Far tours,Search,2,Catalog,5,exotica,5,60,101,2
674882,3735,12329,Peru Bolivia Peru and Bolivia with the passage of Chilean Lauca np np optional vacation Huascaran 05,Trip,3,undetected,-1,exotica,5,30,62,3
674883,3089,12330,Bulgaria,Search,2,Catalog,5,Bulgaria,15,60,60,1
674884,3116,12330,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,240,406,2
674885,3089,12330,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,62,3
674886,3044,12331,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674887,3067,12332,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,30,1
674888,3044,12333,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674889,3045,12333,tours with tents,Search,2,Catalog,5,Tourism,1,120,203,2
674890,3119,12333,Iceland southern Norway Faroe Islands,Trip,3,undetected,-1,Tourism,1,30,62,3
674891,3044,12334,TravelAgency,Info,1,homepage,1,In general,1000,1080,1080,1
674892,3044,12334,TravelAgency,Info,1,homepage,1,In general,1000,60,101,2
674893,3044,12334,TravelAgency,Info,1,homepage,1,In general,1000,240,503,3
674895,3044,12334,TravelAgency,Info,1,homepage,1,In general,1000,30,78,5
674896,3045,12334,tours with tents,Search,2,Catalog,5,Tourism,1,30,83,6
674894,3199,12334,thailand big circle,Trip,3,undetected,-1,exotica,5,540,1288,4
674897,3978,12335,Romania Ceahlau and haghimasz,Trip,3,undetected,-1,Hiking,3,180,180,1
674914,3044,12336,TravelAgency,Info,1,homepage,1,In general,1000,30,114,17
674898,3056,12336,stays with trips,Search,2,Catalog,5,Stays with trips,6,60,60,1
674900,3054,12336,Corsica,Search,2,Catalog,5,Corsica,11,60,125,3
674907,3270,12336,school groups,Search,2,Catalog,5,School tours,7,60,198,10
674908,3045,12336,tours with tents,Search,2,Catalog,5,Tourism,1,30,101,11
674899,3076,12336,Spain French Riviera,Trip,3,undetected,-1,Stays with trips,6,120,203,2
674901,3188,12336,Corsica (stay with excursions) holidays 05,Trip,3,undetected,-1,Corsica,11,240,572,4
674902,4366,12336,Corsica emerald island of Corsica tourism and holidays 05,Trip,3,undetected,-1,Tourism,1,180,469,5
674903,3752,12336,francie provence natural parks and artists paradise,Trip,3,undetected,-1,Tourism,1,60,167,6
674904,4366,12336,Corsica emerald island of Corsica tourism and holidays 05,Trip,3,undetected,-1,Tourism,1,60,176,7
674905,3134,12336,pearls Yugoslav Balkans,Trip,3,undetected,-1,Tourism,1,120,369,8
674906,3245,12336,Greek island of Crete Gods stop to Corfu,Trip,3,undetected,-1,Tourism,1,180,575,9
674909,3083,12336,Central volcanoes of southern Italy (Sicily Lipari),Trip,3,undetected,-1,Tourism,1,60,209,12
674910,4477,12336,Black Mountain NC Sea and the Black Mountains hiking tour of 05 tourism,Trip,3,undetected,-1,Tourism,1,60,213,13
674911,4475,12336,National parks and Sea of ​​Italy Ligurian Riviera,Trip,3,undetected,-1,Tourism,1,60,218,14
674912,3161,12336,Elba Corsica Sardinia,Trip,3,undetected,-1,Tourism,1,120,444,15
674913,4366,12336,Corsica emerald island of Corsica tourism and holidays 05,Trip,3,undetected,-1,Tourism,1,120,452,16
674915,4865,12337,stays,Search,2,Catalog,5,Tourist,0,30,30,1
674916,3044,12338,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
674920,3044,12338,TravelAgency,Info,1,homepage,1,In general,1000,30,78,5
674917,3052,12338,Far tours,Search,2,Catalog,5,exotica,5,60,101,2
674919,3052,12338,Far tours,Search,2,Catalog,5,exotica,5,30,71,4
674918,3306,12338,New Guinea cheaply !!!,Trip,3,undetected,-1,exotica,5,180,377,3
674921,3044,12339,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674922,3052,12339,Far tours,Search,2,Catalog,5,exotica,5,60,101,2
674923,3129,12339,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,62,3
674924,3578,12339,Greece big circle and Ionian Islands,Trip,3,undetected,-1,Tours with accommodation,8,30,71,4
674925,3044,12340,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674926,3052,12340,Far tours,Search,2,Catalog,5,exotica,5,30,50,2
674927,4082,12341,Kalahari Bushmen expedition builds on himba,Trip,3,undetected,-1,challenging expedition,18,30,30,1
674928,4866,12342,INSURANCE,Info,1,Insurance,6,In general,1000,30,30,1
674930,3078,12343,Mexico Guatemala Belize Honduras,Trip,3,undetected,-1,exotica,5,30,50,2
674929,3064,12343,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,180,180,1
674934,3044,12344,TravelAgency,Info,1,homepage,1,In general,1000,30,71,4
674931,3089,12344,Bulgaria,Search,2,Catalog,5,Bulgaria,15,60,60,1
674932,3503,12344,stays,Search,2,Catalog,5,Tourist,0,60,101,2
674933,3064,12344,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,125,3
674935,3214,12345,Bulgaria stay with trips vacation visit to Turkey 05,Trip,3,undetected,-1,Bulgaria,15,30,30,1
674936,3750,12346,10 countries,Search,2,Country,2,In general,1000,30,30,1
674937,3142,12346,Russian Caucasus and Elbrus Bezing for climbers and hikers (bus),Trip,3,undetected,-1,Hiking,3,30,50,2
674938,3245,12347,Greek island of Crete Gods stop to Corfu,Trip,3,undetected,-1,Tourism,1,30,30,1
674939,3162,12348,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674940,3058,12349,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
674941,3067,12349,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,101,2
674942,3081,12349,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,420,881,3
674943,3092,12349,Greece and Bulgaria stay with tours,Trip,3,undetected,-1,Stays with trips,6,30,71,4
674944,3753,12350,country 4,Search,2,Country,2,In general,1000,360,360,1
674946,3146,12350,TravelAgency,Info,1,homepage,1,In general,1000,180,377,3
674945,3203,12350,lastminute,Search,2,Catalog,5,Lastminute,101,480,812,2
674950,3046,12350,hiking,Search,2,Catalog,5,Hiking,3,30,88,7
674951,3047,12350,mountain expedition,Search,2,Catalog,5,VHT,21,30,92,8
674952,3048,12350,water,Search,2,Catalog,5,Water,2,60,191,9
674953,3052,12350,Far tours,Search,2,Catalog,5,exotica,5,30,99,10
674954,3046,12350,hiking,Search,2,Catalog,5,Hiking,3,30,101,11
674955,3045,12350,tours with tents,Search,2,Catalog,5,Tourism,1,60,209,12
674956,3182,12350,alpine skiing skiing,Search,2,Catalog,5,Ski,9,30,106,13
674957,3048,12350,water,Search,2,Catalog,5,Water,2,30,109,14
674958,3046,12350,hiking,Search,2,Catalog,5,Hiking,3,30,111,15
674959,3045,12350,tours with tents,Search,2,Catalog,5,Tourism,1,30,113,16
674960,3046,12350,hiking,Search,2,Catalog,5,Hiking,3,60,229,17
674961,3158,12350,climbing school,Search,2,Catalog,5,climbing school,14,30,116,18
674962,3045,12350,tours with tents,Search,2,Catalog,5,Tourism,1,60,236,19
674963,3067,12350,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,119,20
674964,3054,12350,Corsica,Search,2,Catalog,5,Corsica,11,30,121,21
674965,3163,12350,Montenegro,Search,2,Catalog,5,Montenegro,12,30,122,22
674966,3089,12350,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,124,23
674967,3503,12350,stays,Search,2,Catalog,5,Tourist,0,30,125,24
674968,3056,12350,stays with trips,Search,2,Catalog,5,Stays with trips,6,30,126,25
674969,3129,12350,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,60,255,26
674970,3270,12350,school groups,Search,2,Catalog,5,School tours,7,30,128,27
674971,3057,12350,hotelbuses,Search,2,Catalog,5,hotelbuses,17,30,129,28
674972,3129,12350,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,131,29
674973,3503,12350,stays,Search,2,Catalog,5,Tourist,0,30,132,30
674974,3045,12350,tours with tents,Search,2,Catalog,5,Tourism,1,60,266,31
674975,4275,12350,Turkey in the sign of the crescent (western Turkey),Trip,3,undetected,-1,Tourism,1,540,2411,32
674976,3735,12350,Peru Bolivia Peru and Bolivia with the passage of Chilean Lauca np np optional vacation Huascaran 05,Trip,3,undetected,-1,exotica,5,30,134,33
674948,3244,12350,n insurance,Info,1,Insurance,6,In general,1000,60,156,5
674949,3064,12350,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,120,335,6
674947,3066,12350,DISCOUNT,Info,4,Sales,8,In general,1000,120,286,4
674977,3044,12352,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
674978,3058,12352,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
674979,3146,12353,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
674981,3146,12353,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
674980,3053,12353,light hiking,Search,2,Catalog,5,Neni,-1,60,101,2
674982,3067,12354,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,30,1
674983,3044,12355,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674984,3064,12355,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,50,2
674985,3044,12356,TravelAgency,Info,1,homepage,1,In general,1000,120,120,1
674986,3129,12356,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,50,2
674987,4867,12357,n news Trips,Info,4,sends news,6,In general,1000,30,30,1
674988,3135,12358,Scotland United circuit Scotland,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
674989,3044,12359,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674992,3044,12359,TravelAgency,Info,1,homepage,1,In general,1000,240,572,4
674990,3074,12359,cycling abroad,Search,2,Catalog,5,cyclo,4,60,101,2
674993,3074,12359,cycling abroad,Search,2,Catalog,5,cyclo,4,30,78,5
674991,3151,12359,"Austro around lakes, mountains and lakes of the Salzkammergut cycling tour",Trip,3,undetected,-1,cyclo,4,120,251,3
674994,3302,12359,Austria after plane through the Alps Tauern bike path cyclo tour,Trip,3,undetected,-1,cyclo,4,240,670,6
674995,3130,12359,Magic Normandy France,Trip,3,undetected,-1,Tours with accommodation,8,180,530,7
674996,3466,12359,Bavaria and locks Louis II.,Trip,3,undetected,-1,Tours with accommodation,8,30,92,8
674997,3044,12360,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
674998,3089,12360,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,50,2
674999,3058,12361,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
675000,3067,12361,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,101,2
675001,3081,12361,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,30,62,3
675002,3058,12362,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
675003,3053,12362,light hiking,Search,2,Catalog,5,Neni,-1,60,101,2
675004,3056,12362,stays with trips,Search,2,Catalog,5,Stays with trips,6,60,125,3
675005,4084,12362,Sicily sea and sights with a trip to the Aeolian Islands vacation 05,Trip,3,undetected,-1,Stays with trips,6,240,572,4
675006,3168,12362,Croatian national parks and natural beauty of Croatia,Trip,3,undetected,-1,Stays with trips,6,30,78,5
675007,3475,12363,Egypt Land of the Pharaohs (Egypt Sinai),Trip,3,undetected,-1,exotica,5,30,30,1
675008,3052,12364,Far tours,Search,2,Catalog,5,exotica,5,30,30,1
675009,3047,12364,mountain expedition,Search,2,Catalog,5,VHT,21,30,50,2
675010,3063,12364,expedition,Search,2,Catalog,5,challenging expedition,18,30,62,3
675011,3047,12364,mountain expedition,Search,2,Catalog,5,VHT,21,30,71,4
675012,3052,12364,Far tours,Search,2,Catalog,5,exotica,5,60,156,5
675015,3046,12364,hiking,Search,2,Catalog,5,Hiking,3,30,92,8
675016,3063,12364,expedition,Search,2,Catalog,5,challenging expedition,18,30,95,9
675017,3047,12364,mountain expedition,Search,2,Catalog,5,VHT,21,60,198,10
675018,3045,12364,tours with tents,Search,2,Catalog,5,Tourism,1,30,101,11
675019,3047,12364,mountain expedition,Search,2,Catalog,5,VHT,21,60,209,12
675020,3052,12364,Far tours,Search,2,Catalog,5,exotica,5,30,106,13
675013,3473,12364,India Ladakh,Trip,3,undetected,-1,exotica,5,30,83,6
675014,3113,12364,trip to India and Nepal,Trip,3,undetected,-1,exotica,5,300,883,7
675021,3473,12364,India Ladakh,Trip,3,undetected,-1,exotica,5,30,109,14
675022,3062,12365,n news Trips,Info,4,sends news,6,In general,1000,30,30,1
675023,4228,12366,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,30,1
675024,3113,12367,trip to India and Nepal,Trip,3,undetected,-1,exotica,5,30,30,1
675025,4617,12368,school trip to london england tours,Trip,3,undetected,-1,School tours,7,30,30,1
675026,3044,12369,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
675027,3053,12369,light hiking,Search,2,Catalog,5,Neni,-1,60,101,2
675028,3210,12369,Corsica Corsica with light tourism holiday 05,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,62,3
675029,4114,12370,Romania cool week in the Alps ix. Transylvania holiday 05,Trip,3,undetected,-1,Alps,22,30,30,1
675030,3044,12371,TravelAgency,Info,1,homepage,1,In general,1000,360,360,1
675031,3052,12371,Far tours,Search,2,Catalog,5,exotica,5,30,50,2
675035,3048,12371,water,Search,2,Catalog,5,Water,2,30,83,6
675036,3047,12371,mountain expedition,Search,2,Catalog,5,VHT,21,120,353,7
675037,3057,12371,hotelbuses,Search,2,Catalog,5,hotelbuses,17,30,92,8
675038,3063,12371,expedition,Search,2,Catalog,5,challenging expedition,18,30,95,9
675032,3385,12371,Express Beijing delhi india china tibet nepal,Trip,3,undetected,-1,exotica,5,120,251,3
675033,3113,12371,trip to India and Nepal,Trip,3,undetected,-1,exotica,5,60,143,4
675034,3573,12371,New Zealand,Trip,3,undetected,-1,exotica,5,60,156,5
675046,4406,12372,59 countries,Search,2,Country,2,In general,1000,30,92,8
675047,3046,12372,hiking,Search,2,Catalog,5,Hiking,3,30,95,9
675039,3223,12372,Apuseni Romania,Trip,3,undetected,-1,Hiking,3,60,60,1
675040,4065,12372,Romania Fagaras and Piatra Craiului tourism 05,Trip,3,undetected,-1,Hiking,3,30,50,2
675041,4058,12372,Romania chains for the real rogues tourism 05,Trip,3,undetected,-1,Hiking,3,30,62,3
675042,3978,12372,Romania Ceahlau and haghimasz,Trip,3,undetected,-1,Hiking,3,30,71,4
675043,3218,12372,Romanian Banat wandering in the Romanian mountains and Czech villages,Trip,3,undetected,-1,Hiking,3,60,156,5
675044,3142,12372,Russian Caucasus and Elbrus Bezing for climbers and hikers (bus),Trip,3,undetected,-1,Hiking,3,30,83,6
675045,3533,12372,Piatra Craiului and Bucegi Mountains Region Count Dracula,Trip,3,undetected,-1,Hiking,3,60,176,7
675048,3401,12373,Italy Aeolian islands with visits involving Sicily,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
675050,3129,12374,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,120,203,2
675051,3067,12374,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,125,3
675052,3081,12374,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,30,71,4
675049,3343,12374,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,120,120,1
675053,3372,12375,Greek Antiquity sea and mountains,Trip,3,undetected,-1,Tourism,1,30,30,1
675054,3044,12376,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
675055,3053,12376,light hiking,Search,2,Catalog,5,Neni,-1,60,101,2
675056,3129,12376,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,62,3
675057,3293,12376,Lofoten Norway Sweden United Arctic Circle,Trip,3,undetected,-1,Tours with accommodation,8,30,71,4
675058,3044,12377,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
675059,3044,12378,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
675060,3065,12379,CATALOG,Info,4,Send catalog,7,In general,1000,60,60,1
675061,4868,12380,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,30,1
675062,3065,12381,CATALOG,Info,4,Send catalog,7,In general,1000,30,30,1
675063,3044,12382,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
675064,3197,12383,expedition,Search,2,Catalog,5,challenging expedition,18,30,30,1
675065,3065,12384,CATALOG,Info,4,Send catalog,7,In general,1000,30,30,1
675066,4869,12385,WHOWEARE,Info,4,Who we are,10,In general,1000,30,30,1
675067,3206,12386,Far to the Middle East Syria Jordan Lebanon,Trip,3,undetected,-1,exotica,5,30,30,1
675068,3978,12387,Romania Ceahlau and haghimasz,Trip,3,undetected,-1,Hiking,3,30,30,1
675069,3129,12388,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,30,1
675070,4870,12389,home.php3,Search,2,Catalog,5,Neni,-1,30,30,1
675071,3054,12390,Corsica,Search,2,Catalog,5,Corsica,11,60,60,1
